"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"NVEC","NVE Corporation","79.89","386828178.9","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","231.49","140522869662.42","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","112.83","38692159149.36","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/nxpi",
"NXTM","NxStage Medical, Inc.","25.8","1711073621.4","n/a","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/nxtm",
"NXTD","NXT-ID Inc.","1.9","46260215.8","n/a","n/a","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/nxtd",
"NXTDW","NXT-ID Inc.","0.32","0","n/a","n/a","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/nxtdw",
"NYMX","Nymox Pharmaceutical Corporation","4.11","235122981.18","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/nymx",
"OIIM","O2Micro International Limited","1.362","45454696.104","33373492","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oiim",
"OVLY","Oak Valley Bancorp (CA)","22.2","181551711","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ovly",
"OCSL","Oaktree Specialty Lending Corporation","4.35","613178831.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ocsl",
"OCSLL","Oaktree Specialty Lending Corporation","24.65","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ocsll",
"OCSI","Oaktree Strategic Income Corporation","7.87","231903464.16","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ocsi",
"OASM","Oasmia Pharmaceutical AB","1.558","954567.904","612688","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/oasm",
"OBLN","Obalon Therapeutics, Inc.","3.27","57592842.3","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/obln",
"OBSV","ObsEva SA","13.02","483449031.24","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/obsv",
"OBCI","Ocean Bio-Chem, Inc.","3.46","32020846.8","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/obci",
"OPTT","Ocean Power Technologies, Inc.","1.09","20002510.43","n/a","2007","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/optt",
"ORIG","Ocean Rig UDW Inc.","25.97","2378020492.54","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/orig",
"OCFC","OceanFirst Financial Corp.","26.45","1269307277.85","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ocfc",
"OCLR","Oclaro, Inc.","7.99","1357755361.65","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oclr",
"OFED","Oconee Federal Financial Corp.","28.95","166475614.35","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ofed",
"OCUL","Ocular Therapeutix, Inc.","6.39","238206943.98","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ocul",
"ODT","Odonate Therapeutics, Inc.","21.21","579699609.09","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/odt",
"OMEX","Odyssey Marine Exploration, Inc.","11.4","96522762.6","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/omex",
"ODP","Office Depot, Inc.","2.08","1156151002.24","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/odp",
"OFS","OFS Capital Corporation","10.72","143007126.24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ofs",
"OHAI","OHA Investment Corporation","1.42","28644796.64","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ohai",
"OVBC","Ohio Valley Banc Corp.","43.5","205310560.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ovbc",
"OHRP","Ohr Pharmaceutical, Inc.","0.234","13213144.152","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ohrp",
"OKTA","Okta, Inc.","40.6","4249074971.4","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/okta",
"ODFL","Old Dominion Freight Line, Inc.","147.68","12165058923.68","n/a","1991","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/odfl",
"OLBK","Old Line Bancshares, Inc.","33.02","414952301.92","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/olbk",
"ONB","Old National Bancorp","17.05","2594649017.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/onb",
"OPOF","Old Point Financial Corporation","26.6","133524099.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/opof",
"OSBC","Old Second Bancorp, Inc.","14.35","426096702.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/osbc",
"OSBCP","Old Second Bancorp, Inc.","10.506","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/osbcp",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","61.8","3844172283","n/a","2015","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/olli",
"ZEUS","Olympic Steel, Inc.","22.24","244606195.2","n/a","1994","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/zeus",
"OFLX","Omega Flex, Inc.","66.35","669592389.7","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","13.93","672623673.54","n/a","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/omer",
"OMNT","Ominto, Inc.","3.03","52365526.56","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/omnt",
"OMCL","Omnicell, Inc.","45","1748596275","n/a","2001","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","25.05","10707854337.75","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","1.03","42409609.34","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/otiv",
"ONS","Oncobiologics, Inc.","0.8993","23148393.8794","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ons",
"ONSIW","Oncobiologics, Inc.","0.05","0","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/onsiw",
"ONSIZ","Oncobiologics, Inc.","0.0391","0","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/onsiz",
"OMED","OncoMed Pharmaceuticals, Inc.","3.28","125491691.36","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/omed",
"ONTX","Onconova Therapeutics, Inc.","0.7849","14870843.3387","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ontx",
"ONTXW","Onconova Therapeutics, Inc.","0.3015","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ontxw",
"ONCS","OncoSec Medical Incorporated","1.62","83401173.72","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/oncs",
"OHGI","One Horizon Group, Inc.","0.8218","26360553.989","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ohgi",
"OSS","One Stop Systems, Inc.","4.6","57393845.8","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/oss",
"OPBK","OP Bancorp","12.8","198278745.6","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/opbk",
"OTEX","Open Text Corporation","34.55","9228955161.9","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/otex",
"OPES","Opes Acquisition Corp.","9.68","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/opes",
"OPESU","Opes Acquisition Corp.","10.06","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/opesu",
"OPESW","Opes Acquisition Corp.","0.39","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/opesw",
"OPGN","OpGen, Inc.","1.94","10262442.86","n/a","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/opgn",
"OPGNW","OpGen, Inc.","0.7","0","n/a","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/opgnw",
"OPHT","Ophthotech Corporation","2.68","96885569.76","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/opht",
"OPNT","Opiant Pharmaceuticals, Inc.","19.57","49664080.62","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/opnt",
"OPK","Opko Health, Inc.","3.02","1689610175.36","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/opk",
"OBAS","Optibase Ltd.","8.3","43278324.8","n/a","1999","Finance","Real Estate","https://www.nasdaq.com/symbol/obas",
"OCC","Optical Cable Corporation","2.775","21240535.425","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/occ",
"OPHC","OptimumBank Holdings, Inc.","4.76","6123754.28","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ophc",
"OPTN","OptiNose, Inc.","19.72","746712392.8","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/optn",
"OPB","Opus Bank","28.35","1017890051.85","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/opb",
"ORMP","Oramed Pharmaceuticals Inc.","7.21","104131744.43","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ormp",
"OSUR","OraSure Technologies, Inc.","17.3","1063847964.6","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/osur",
"ORBC","ORBCOMM Inc.","9.24","722583024.24","n/a","2006","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/orbc",
"ORBK","Orbotech Ltd.","60.84","2948168475.72","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/orbk",
"ORLY","O&#39;Reilly Automotive, Inc.","226.77","18889984539.84","n/a","1993","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/orly",
"ONVO","Organovo Holdings, Inc.","1.03","114161052.19","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/onvo",
"ORGS","Orgenesis Inc.","10.1","113125292.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/orgs",
"SEED","Origin Agritech Limited","0.724","16900423.224","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/seed",
"OESX","Orion Energy Systems, Inc.","0.8","23136936","n/a","2015","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/oesx",
"ORIT","Oritani Financial Corp.","15.35","711031310.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/orit",
"ORRF","Orrstown Financial Services Inc","24.8","208617947.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/orrf",
"OFIX","Orthofix International N.V.","59.85","1101559838.4","n/a","1992","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ofix",
"KIDS","OrthoPediatrics Corp.","19.51","249158229.96","n/a","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/kids",
"OSIS","OSI Systems, Inc.","67.11","1276394282.85","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/osis",
"OSPR","Osprey Energy Acquisition Corp.","9.63","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/ospr",
"OSPRU","Osprey Energy Acquisition Corp.","9.99","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/ospru",
"OSPRW","Osprey Energy Acquisition Corp.","0.76","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/osprw",
"OSN","Ossen Innovation Co., Ltd.","2.51","4978675.36","1983536","2010","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","15.7","53201349.7","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/otel",
"OTIC","Otonomy, Inc.","4.05","123838980.3","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/otic",
"OTTW","Ottawa Bancorp, Inc.","13.6886","46753276.414","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ottw",
"OTTR","Otter Tail Corporation","43.3","1715831520.2","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ottr",
"OVAS","OvaScience Inc.","0.8745","31241713.635","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ovas",
"OSTK","Overstock.com, Inc.","36.95","1064261021.3","n/a","2002","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/ostk",
"OVID","Ovid Therapeutics Inc.","9.34","229931923.86","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ovid",
"OXBR","Oxbridge Re Holdings Limited","2.1501","12327785.4087","n/a","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/oxbr",
"OXBRW","Oxbridge Re Holdings Limited","0.065","0","n/a","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/oxbrw",
"OXFD","Oxford Immunotec Global PLC","13.13","339700121.54","n/a","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/oxfd",
"OXLC","Oxford Lane Capital Corp.","10.72","270277356.8","n/a","2011","n/a","n/a","https://www.nasdaq.com/symbol/oxlc",
"OXLCM","Oxford Lane Capital Corp.","25.6277","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/oxlcm",
"OXLCO","Oxford Lane Capital Corp.","25.3998","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/oxlco",
"OXSQ","Oxford Square Capital Corp.","6.08","311235303.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/oxsq",
"OXSQL","Oxford Square Capital Corp.","26.4","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/oxsql",
"PFIN","P & F Industries, Inc.","8.1704","29328598.5664","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pfin",
"PTSI","P.A.M. Transportation Services, Inc.","39.5","243947615.5","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ptsi",
"PCAR","PACCAR Inc.","69.52","24476992858.56","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/pcar",
"VETS","Pacer Military Times Best Employers ETF","25.4399","25.4399","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vets",
"PACB","Pacific Biosciences of California, Inc.","2.59","341548070.78","n/a","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/pacb",
"PEIX","Pacific Ethanol, Inc.","3.4","149464479.4","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/peix",
"PMBC","Pacific Mercantile Bancorp","9.75","227232837","n/a","2000","Finance","Major Banks","https://www.nasdaq.com/symbol/pmbc",
"PPBI","Pacific Premier Bancorp Inc","41.05","1898202819.9","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ppbi",
"PCRX","Pacira Pharmaceuticals, Inc.","35.75","1455443525.25","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pcrx",
"PACW","PacWest Bancorp","48.9","6258187867.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pacw",
"PTIE","Pain Therapeutics, Inc.","8.16","56267353.44","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptie",
"PAAS","Pan American Silver Corp.","16.65","2552641336.8","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/paas",
"PANL","Pangaea Logistics Solutions Ltd.","3.2","141110115.2","n/a","1996","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/panl",
"PZZA","Papa John&#39;s International, Inc.","60.77","1957795368.06","n/a","1993","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/pzza",
"FRSH","Papa Murphy&#39;s Holdings, Inc.","4.98","84517875.78","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/frsh",
"PRTK","Paratek Pharmaceuticals, Inc. ","13.35","419766039.15","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prtk",
"PCYG","Park City Group, Inc.","9.5","186562653","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/pcyg",
"PKBK","Parke Bancorp, Inc.","21.05","168862721.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pkbk",
"PRKR","ParkerVision, Inc.","0.7501","17857440.1746","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/prkr",
"PKOH","Park-Ohio Holdings Corp.","38.5","488195515.5","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/pkoh",
